id,airport_ref,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft
237144,5578,RJKB,4430.0,147.0,ASP,1,0,04,27.425800323486328,128.7010040283203,99.0,34,,22,27.434799194335938,128.70799255371094,79.0,214,
237164,5579,RJKI,4307.0,98.0,ASP,1,0,07,28.31839942932129,129.92100524902344,21.0,66,185.0,25,28.323299407958984,129.93299865722656,18.0,246,185.0
237130,5580,RJKN,6561.0,150.0,ASP,1,0,01,27.82740020751953,128.8800048828125,17.0,6,,19,27.845399856567383,128.8820037841797,14.0,186,
237158,5581,RJNA,8990.0,150.0,ASP,1,0,16,35.26639938354492,136.91700744628906,52.0,152,,34,35.24449920654297,136.93099975585938,50.0,332,
237133,5582,RJNF,4329.0,100.0,ASP,1,0,18,36.14879989624024,136.22300720214844,17.0,176,213.0,36,36.13690185546875,136.2239990234375,19.0,356,213.0
237149,5583,RJNG,8860.0,150.0,CON,1,0,10,35.39459991455078,136.85499572753906,110.0,92,,28,35.39360046386719,136.88400268554688,143.0,272,
237193,5584,RJNH,8366.0,148.0,CON,1,0,09,34.75040054321289,137.68899536132812,150.0,91,,27,34.750099182128906,137.7169952392578,150.0,271,
237232,5585,RJNK,8860.0,150.0,PEM,1,1,06,36.387001037597656,136.39500427246094,36.0,56,,24,36.40079879760742,136.4199981689453,18.0,236,
237233,5585,RJNK,8876.0,148.0,ASP,1,0,06T,36.38769912719727,136.3939971923828,36.0,56,,24T,36.4015007019043,136.41900634765625,18.0,236,
237127,5586,RJNO,6531.0,148.0,ASP,1,0,08,36.17499923706055,133.31300354003906,253.0,60,,26,36.18399810791016,133.33200073242188,272.0,240,
237128,5587,RJNT,6562.0,150.0,ASP,1,0,02,36.63970184326172,137.18499755859375,95.0,14,,20,36.65719985961914,137.19000244140625,63.0,194,
237117,5588,RJNW,6562.0,148.0,ASP,1,0,07,37.28960037231445,136.95199584960938,710.0,67,,25,37.29669952392578,136.9720001220703,702.0,247,
237212,5589,RJNY,4920.0,150.0,ASP,1,0,09,34.81230163574219,138.2899932861328,20.0,87,,27,34.8129997253418,138.30599975585938,20.0,267,
237148,5590,RJOA,9842.0,200.0,ASP,1,0,10,34.43600082397461,132.9029998779297,1072.0,90,,28,34.43600082397461,132.93600463867188,1067.0,270,
237153,5591,RJOB,9843.0,150.0,ASP,1,0,07,34.75,133.84100341796875,806.0,59,,25,34.76390075683594,133.8699951171875,804.0,239,
237162,5592,RJOC,6562.0,148.0,ASP,1,0,07,35.40909957885742,132.8800048828125,6.0,59,,25,35.41830062866211,132.8990020751953,15.0,239,
237135,5593,RJOF,3871.0,197.0,ASP,1,0,01,34.027400970458984,131.5489959716797,,359,,19,34.03799819946289,131.5489959716797,,179,
237136,5593,RJOF,4856.0,148.0,CON,1,0,12,34.03799819946289,131.53700256347656,,109,,30,34.03369903564453,131.552001953125,,289,
237221,5594,RJOH,8202.0,98.0,ASP,1,0,07,35.48749923706055,133.2259979248047,10.0,64,,25,35.495399475097656,133.24600219726562,20.0,244,
237167,5595,RJOI,8000.0,150.0,CON,1,0,02,34.13399887084961,132.2448272705078,7.0,9,,20,34.15583038330078,132.24899291992188,4.0,189,
237168,5595,RJOI,1200.0,150.0,CON,0,0,02R,34.13959884643555,132.23699951171875,,9,,20L,34.142799377441406,132.23699951171875,,189,
237199,5596,RJOK,8203.0,148.0,ASP,1,0,14,33.55329895019531,133.65899658203125,42.0,131,,32,33.538700103759766,133.67999267578125,18.0,311,
237146,5597,RJOM,8200.0,150.0,ASP,1,0,14,33.834598541259766,132.68899536132812,25.0,130,,32,33.81990051269531,132.7100067138672,17.0,310,
237186,5598,RJOO,5997.0,150.0,ASP,1,0,14L,34.7952995300293,135.4290008544922,50.0,135,,32R,34.783599853515625,135.4429931640625,34.0,315,
237185,5598,RJOO,9840.0,200.0,CON,1,0,14R,34.79130172729492,135.4290008544922,46.0,135,,32L,34.77220153808594,135.45199584960938,31.0,315,
237137,5599,RJOR,6562.0,150.0,ASP,1,0,10,35.530601501464844,134.1540069580078,29.0,94,,28,35.52949905395508,134.17599487304688,65.0,274,
237172,5600,RJOS,6560.0,150.0,ASP,1,0,11,34.134700775146484,134.5959930419922,6.0,102,,29,34.13090133666992,134.61700439453125,26.0,282,
237154,5601,RJOT,8200.0,200.0,ASP,1,0,08,34.21070098876953,134.0030059814453,583.0,73,,26,34.21739959716797,134.0290069580078,586.0,253,
237207,5602,RJOW,6562.0,148.0,ASP,1,0,11,34.6786994934082,131.77999877929688,184.0,105,,29,34.67409896850586,131.80099487304688,171.0,285,
237160,5603,RJOY,4890.0,150.0,ASP,1,0,09,34.59560012817383,135.58900451660156,36.0,87,,27,34.59640121459961,135.6060028076172,38.0,267,
237161,5603,RJOY,3940.0,100.0,ASP,0,0,13,34.60070037841797,135.5959930419922,33.0,127,,31,34.594200134277344,135.6060028076172,39.0,307,328.0
237222,5604,RJOZ,2950.0,150.0,PEM,1,0,12,34.04600143432617,131.0500030517578,12.0,114,,30,34.042598724365234,131.0590057373047,12.0,294,
237223,5604,RJOZ,3940.0,200.0,ASP,1,0,17,34.054901123046875,131.04800415039062,12.0,160,,35,34.0447998046875,131.052001953125,12.0,340,
237138,5605,RJSA,9846.0,200.0,ASP,1,0,06,40.72489929199219,140.6750030517578,647.0,52,,24,40.74160003662109,140.7030029296875,664.0,232,
237183,5606,RJSC,6560.0,150.0,ASP,1,0,01,38.40290069580078,140.3699951171875,347.0,7,,19,38.42079925537109,140.3730010986328,353.0,187,
237242,5607,RJSD,3390.0,85.0,ASP,1,0,10,38.06069946289063,138.4080047607422,88.0,96,450.0,28,38.05970001220703,138.4199981689453,53.0,276,
237202,5608,RJSF,8202.0,197.0,ASP,1,0,01,37.21620178222656,140.427001953125,1200.0,2,,19,37.23870086669922,140.4290008544922,1209.0,182,
237225,5609,RJSH,2548.0,45.0,ASP,0,0,06,40.55410003662109,141.46099853515625,125.0,48,,24,40.55870056152344,141.4669952392578,115.0,228,
237226,5609,RJSH,7380.0,148.0,ASP,1,0,07,40.54759979248047,141.4550018310547,152.0,64,,25,40.55659866333008,141.47900390625,120.0,244,
237227,5609,RJSH,1180.0,50.0,ASP,0,0,12,40.559200286865234,141.46800231933594,,109,,30,40.558101654052734,141.4720001220703,,289,
237170,5610,RJSI,8202.0,148.0,ASP,1,0,02,39.417701721191406,141.13299560546875,283.0,11,,20,39.43980026245117,141.13800048828125,298.0,191,
237189,5611,RJSK,8200.0,200.0,ASP,1,0,10,39.61690139770508,140.20399475097656,289.0,97,,28,39.61429977416992,140.23300170898438,314.0,277,
237126,5612,RJSM,10000.0,150.0,ASP,1,0,10,40.70439910888672,141.35000610351562,114.0,95,,28,40.70199966430664,141.38600158691406,94.0,275,
237165,5613,RJSN,4300.0,150.0,ASP,1,0,04,37.94829940795898,139.11500549316406,23.0,32,,22,37.95830154418945,139.1230010986328,6.0,212,
237166,5613,RJSN,8200.0,150.0,ASP,1,0,10,37.9567985534668,139.0959930419922,29.0,93,,28,37.9557991027832,139.12399291992188,12.0,273,
237109,5614,RJSR,6562.0,148.0,ASP,1,0,11,40.19340133666992,140.36000061035156,259.0,100,,29,40.19029998779297,140.38299560546875,292.0,280,
237214,5615,RJSS,9842.0,150.0,ASP,1,0,09,38.13880157470703,140.8990020751953,11.0,82,,27,38.14229965209961,140.93299865722656,15.0,262,
237215,5615,RJSS,3940.0,150.0,ASP,1,0,12,38.13949966430664,140.9149932861328,6.0,118,,30,38.1343994140625,140.927001953125,5.0,298,
237181,5616,RJST,8860.0,150.0,CON,1,0,07,38.39519882202149,141.197998046875,7.0,58,,25,38.40810012817383,141.22500610351562,7.0,238,
237182,5616,RJST,4920.0,150.0,CON,0,0,15,38.413700103759766,141.2100067138672,7.0,140,,33,38.40340042114258,141.2209930419922,7.0,320,
237201,5617,RJSY,6560.0,150.0,ASP,1,0,09,38.81069946289063,139.7760009765625,59.0,79,,27,38.81399917602539,139.7989959716797,86.0,259,
237171,5618,RJTA,8000.0,150.0,CON,1,0,01,35.443599700927734,139.4499969482422,174.0,359,,19,35.465599060058594,139.4499969482422,205.0,179,
237240,5619,RJTE,984.0,148.0,CON,1,0,09,34.986900329589844,139.82699584960938,10.0,85,,27,34.987098693847656,139.83099365234375,10.0,265,
237231,5620,RJTH,6563.0,148.0,ASP,1,0,08,33.11199951171875,139.7760009765625,282.0,70,,26,33.11830139160156,139.79600524902344,284.0,250,
237216,5621,RJTJ,6562.0,148.0,ASP,1,0,17,35.849998474121094,139.40699768066406,295.0,160,,35,35.83319854736328,139.4149932861328,295.0,340,
237174,5622,RJTK,6004.0,150.0,ASP,1,0,02,35.39030075073242,139.90699768066406,10.0,15,,20,35.40620040893555,139.91299438476562,10.0,195,
237150,5623,RJTL,7380.0,150.0,CON,1,0,01,35.78879928588867,140.01199340820312,98.0,359,,19,35.80910110473633,140.01199340820312,98.0,179,
237209,5624,RJTO,5905.0,150.0,ASP,1,0,03,34.774200439453125,139.35699462890625,138.0,20,,21,34.78969955444336,139.36399841308594,117.0,200,
237228,5625,RJTQ,4350.0,100.0,ASP,1,0,02,34.06639862060547,139.55799865722656,67.0,17,193.0,20,34.07789993286133,139.56199645996094,61.0,197,220.0
237243,5626,RJTR,1910.0,52.0,ASP,1,0,02,35.511199951171875,139.39300537109375,350.0,9,,20,35.51639938354492,139.3939971923828,360.0,189,865.0
237196,5627,RJTT,8200.0,200.0,ASP,1,0,04,35.54899978637695,139.76100158691406,19.0,35,,22,35.567501068115234,139.77699279785156,35.0,215,
308751,5627,RJTT,8200.0,200.0,ASP,1,0,05,35.52399826049805,139.80299377441406,46.0,57,,23,35.54059982299805,139.82200622558594,55.0,223,
237198,5627,RJTT,11024.0,200.0,ASP,1,0,16L,35.56589889526367,139.78700256347656,22.0,150,,34R,35.54249954223633,139.80299377441406,20.0,330,
237197,5627,RJTT,9843.0,200.0,ASP,1,0,16R,35.560001373291016,139.7689971923828,20.0,150,,34L,35.536598205566406,139.78599548339844,20.0,330,
237159,5628,RJTU,5570.0,150.0,CON,0,0,01,36.50690078735352,139.8699951171875,334.0,4,,19,36.52220153808594,139.8719940185547,334.0,184,
237224,5629,RJTY,11000.0,200.0,CON,1,0,18,35.76340103149414,139.34500122070312,463.0,170,,36,35.73360061645508,139.3520050048828,417.0,350,
237319,3798,RK13,3600.0,100.0,ASP,1,0,17,38.09239959716797,127.98600006103516,626.0,173,,35,38.08259963989258,127.98699951171876,655.0,353,
237337,3799,RK14,2345.0,60.0,ASP,1,0,18,38.02980041503906,127.36599731445312,,175,,36,38.023399353027344,127.36699676513672,,355,
237338,3800,RK15,3900.0,200.0,GRE,0,0,03,38.14970016479492,127.30999755859376,,21,,21,38.1599006652832,127.31500244140624,,201,
237339,3801,RK16,1200.0,40.0,CON,0,0,03,38.07419967651367,127.5199966430664,855.0,22,,21,38.07740020751953,127.52200317382812,855.0,202,
237340,3802,RK17,2000.0,45.0,ASP,0,0,04,38.13639831542969,128.00599670410156,,32,,22,38.14059829711914,128.00900268554688,,212,
237341,3803,RK18,2300.0,40.0,GVL,1,0,17,38.08219909667969,127.27100372314452,,161,,35,38.075801849365234,127.27400207519533,,341,
237342,3804,RK19,1900.0,80.0,GRE,0,0,17,38.13999938964844,127.74099731445312,,165,,35,38.1349983215332,127.74299621582033,,345,
237344,3806,RK21,2305.0,70.0,GRE,0,0,06,38.38090133666992,128.45399475097656,,56,,24,38.3843994140625,128.46099853515625,,236,
237345,3807,RK22,1788.0,50.0,ASP,1,0,01,38.11660003662109,127.68499755859376,,3,,19,38.12149810791016,127.68499755859376,,183,
237347,3809,RK25,1362.0,82.0,ASP,0,0,10H,37.71524,126.557748,45.0,92,,28H,37.715135,126.562438,45.0,272,
237348,3810,RK27,1700.0,70.0,GRS,1,0,14,37.89670181274414,126.96900177001952,,122,,32,37.89419937133789,126.9739990234375,,302,
237349,3811,RK28,1700.0,60.0,GRE,1,0,09,37.90909957885742,127.00499725341795,,82,,27,37.909698486328125,127.01100158691406,,262,
237352,3813,RK31,1870.0,50.0,ASP,0,0,08,37.92879867553711,127.75299835205078,,75,,26,37.9301986694336,127.76000213623048,,255,
237353,3814,RK32,2735.0,100.0,ASP,1,0,03,37.95280075073242,128.31399536132812,,25,,21,37.959598541259766,128.3179931640625,,205,
237354,3815,RK33,1000.0,50.0,GRE,0,0,08,37.34149932861328,128.38400268554688,,70,,26,37.34249877929688,128.38800048828125,,250,
237355,3816,RK34,1300.0,60.0,GRE,0,0,02,37.64640045166016,128.5709991455078,,11,,20,37.64970016479492,128.57200622558594,,191,
237357,3818,RK36,1700.0,70.0,GRE,0,0,03,38.17490005493164,127.10299682617188,,12,,21,38.17829895019531,127.10399627685548,,192,
237359,3820,RK38,1900.0,62.0,ASP,1,0,18,38.03239822387695,127.14099884033205,,178,,36,38.027099609375,127.14099884033205,,358,
237361,3822,RK40,1800.0,60.0,GRE,0,0,07,38.24779891967773,127.375,,60,,25,38.250301361083984,127.38099670410156,,240,
237362,3823,RK41,1862.0,30.0,GRE,0,0,14,38.21670150756836,127.6520004272461,,128,,32,38.213600158691406,127.65799713134766,,308,
237363,3824,RK42,1410.0,42.0,GRE,0,0,08,38.05110168457031,127.7959976196289,,71,,26,38.05220031738281,127.8000030517578,,251,
237364,3825,RK43,1700.0,80.0,GRE,1,0,05,38.10449981689453,128.19900512695312,,48,,23,38.10760116577149,128.2030029296875,,228,
237365,3826,RK44,2400.0,70.0,GRE,0,0,04,38.23910140991211,128.2050018310547,,38,,22,38.24430084228516,128.2100067138672,,218,
237367,3827,RK48,2300.0,75.0,BIT,1,0,07,37.701698303222656,127.9010009765625,,63,,25,37.7046012878418,127.90799713134766,,243,
237368,3828,RK49,1200.0,70.0,GRE,0,0,07,36.755401611328125,126.3280029296875,,69,,25,36.75669860839844,126.33200073242188,,249,
237369,3829,RK50,1500.0,50.0,GRE,0,0,03,36.58190155029297,126.65899658203124,,27,,21,36.58570098876953,126.66100311279295,,207,
237371,3830,RK52,675.0,75.0,ASP,0,0,02L,37.287899017333984,127.22599792480467,,16,,20R,37.28960037231445,127.22699737548828,,196,
237370,3830,RK52,2001.0,75.0,ASP,1,0,02R,37.28239822387695,127.22599792480467,,15,,20L,37.28739929199219,127.22699737548828,,195,
237375,3832,RK60,1700.0,60.0,GRE,0,0,15,35.30820083618164,126.49400329589844,67.0,145,,33,35.304298400878906,126.49700164794922,64.0,325,
237380,3833,RK6D,1200.0,50.0,GRE,0,0,09,35.34469985961914,127.01599884033205,,90,,27,35.34469985961914,127.0199966430664,,270,
237328,3834,RK6O,3705.0,80.0,ASP,0,0,10,37.16299819946289,128.21200561523438,953.0,91,,28,37.16279983520508,128.22500610351562,875.0,271,
237377,3835,RK82,1300.0,80.0,GRE,0,0,04,38.1172981262207,128.03799438476562,,33,,22,38.12020111083984,128.04100036621094,,213,
302304,302303,RKJB,9186.0,,concrete,1,0,01,34.97882461547852,126.3829116821289,32.0,14,,19,35.004005432128906,126.38270568847656,51.0,194,
237310,5630,RKJJ,9300.0,150.0,CON,1,0,04L,35.115699768066406,126.8000030517578,44.0,32,,22R,35.137298583984375,126.81700134277344,48.0,212,
237309,5630,RKJJ,9300.0,150.0,CON,1,0,04R,35.11479949951172,126.802001953125,43.0,30,,22L,35.13690185546875,126.81800079345705,46.0,210,
237306,5631,RKJK,9000.0,150.0,CON,1,0,18,35.91590118408203,126.61299896240234,20.0,169,,36,35.8916015625,126.61900329589844,29.0,349,
237315,5632,RKJM,5249.0,98.0,ASP,1,0,06,34.75429916381836,126.3730010986328,12.0,50,,24,34.76350021362305,126.38700103759766,23.0,230,
237297,5633,RKJU,4800.0,100.0,ASP,0,0,07,35.875999450683594,127.11199951171876,,69,,25,35.88090133666992,127.1269989013672,,249,
237301,5634,RKJY,6890.0,148.0,ASP,1,0,17,34.85110092163086,127.61299896240234,28.0,158,,35,34.83359909057617,127.62100219726562,31.0,338,
237329,5636,RKNN,9000.0,150.0,CON,1,0,08,37.749000549316406,128.9290008544922,35.0,68,,26,37.75809860229492,128.95799255371094,20.0,248,
237300,5637,RKNW,9000.0,150.0,CON,1,0,03,37.42699813842773,127.9540023803711,323.0,26,,21,37.449100494384766,127.96700286865234,329.0,206,
237290,5638,RKNY,8202.0,148.0,CON,1,0,15,38.070098876953125,128.66000366210938,230.0,141,,33,38.0526008605957,128.67799377441406,227.0,321,
237295,5639,RKPC,10433.0,148.0,ASP,1,0,07,33.50040054321289,126.46900177001952,86.0,58,,25,33.51449966430664,126.49700164794922,76.0,238,
237296,5639,RKPC,6268.0,148.0,ASP,1,0,13,33.515499114990234,126.48699951171876,67.0,126,,31,33.50550079345703,126.50399780273438,105.0,306,1350.0
237292,5640,RKPD,7589.0,149.0,ASP,1,0,01,33.38290023803711,126.71199798583984,1102.0,360,,19,33.40370178222656,126.71199798583984,1166.0,180,
237293,5640,RKPD,4974.0,80.0,ASP,0,0,15,33.403900146484375,126.70800018310548,1170.0,142,,33,33.39310073852539,126.71800231933594,1144.0,322,
237332,5641,RKPE,3766.0,78.0,ASP,1,0,18,35.14580154418945,128.69500732421875,,169,,36,35.13610076904297,128.69700622558594,,349,
237331,5642,RKPK,9007.0,150.0,ASP,1,0,18L,35.19409942626953,128.93699645996094,8.0,174,,36R,35.16949844360352,128.9409942626953,8.0,354,
237330,5642,RKPK,10499.0,197.0,CON,1,0,18R,35.19390106201172,128.93499755859375,12.0,174,,36L,35.16519927978516,128.93899536132812,12.0,354,
237308,5643,RKPS,9000.0,150.0,CON,1,0,06L,35.08219909667969,128.0570068359375,18.0,55,,24R,35.09619903564453,128.08200073242188,19.0,235,
237307,5643,RKPS,9000.0,150.0,CON,1,0,06R,35.081298828125,128.05999755859375,19.0,56,,24L,35.09519958496094,128.0850067138672,25.0,236,
237327,5644,RKPU,6561.0,148.0,ASP,1,0,18,35.602500915527344,129.3509979248047,45.0,176,,36,35.58449935913086,129.3520050048828,31.0,356,
237326,5645,RKRA,3915.0,115.0,ASP,0,0,18,37.83580017089844,126.98899841308594,284.0,177,,36,37.82509994506836,126.98999786376952,287.0,357,
237372,5646,RKRB,1608.0,92.0,Asphalt,1,0,17,37.476898193359375,126.74600219726562,,163,,35,37.47299957275391,126.7480010986328,,343,
237351,5647,RKRG,1600.0,100.0,ASP,0,0,15,37.503299713134766,127.62799835205078,,146,,33,37.499698638916016,127.63099670410156,,326,
237373,5648,RKRK,1515.0,76.0,CON,1,0,16,37.8135986328125,127.3560028076172,,160,,34,37.80970001220703,127.35800170898438,,340,
237325,5649,RKRN,5314.0,98.0,CON,1,0,10L,37.1973991394043,127.46600341796876,,90,,28R,37.1974983215332,127.48400115966795,,270,
237324,5649,RKRN,1640.0,98.0,CON,1,0,10R,37.1963996887207,127.47100067138672,,90,,28L,37.1963996887207,127.47599792480467,,270,
237366,5651,RKRP,1620.0,55.0,ASP,0,0,16,37.76459884643555,126.79199981689452,,155,,34,37.76060104370117,126.79399871826172,,335,
237304,5652,RKSG,8217.0,150.0,ASP,1,0,14,36.96969985961914,127.02100372314452,47.0,132,1595.0,32,36.95479965209961,127.04199981689452,37.0,312,620.0
237289,5653,RKSI,12303.0,197.0,ASPH,1,0,15L,37.4838981628418,126.44000244140624,23.0,145,,33R,37.45640182495117,126.46499633789062,23.0,325,
237288,5653,RKSI,12303.0,197.0,ASPH,1,0,15R,37.4818000793457,126.43599700927734,23.0,145,,33L,37.454200744628906,126.46099853515624,23.0,325,
313766,5653,RKSI,13123.0,197.0,ASPH,1,0,16L,37.47274,126.415631,,145,,34R,37.443432,126.441697,,325,
346105,5653,RKSI,12303.0,197.0,ASPH,1,0,16R,37.468746,126.413446,23.0,145,,34L,37.441272,126.437882,23.0,325,
237302,5654,RKSM,9000.0,150.0,CON,1,0,01,37.43389892578125,127.11599731445312,49.0,359,,19,37.45880126953125,127.11599731445312,47.0,179,
237303,5654,RKSM,9700.0,150.0,CON,1,0,02,37.432498931884766,127.11100006103516,56.0,8,,20,37.45880126953125,127.11499786376952,47.0,188,
504568,5655,RKSO,9004.0,150.0,CON,1,0,09L,37.091243,127.013998,41.0,84,,27R,37.093801,127.044659,41.0,264,
237320,5655,RKSO,9004.0,150.0,CON,1,0,09R,37.089332,127.014236,33.0,84,,27L,37.091887,127.04491,40.0,264,
237323,5656,RKSS,11811.0,148.0,ASP,1,0,14L,37.5703010559082,126.77799987792967,38.0,135,,32R,37.547401428222656,126.80699920654295,42.0,315,
237322,5656,RKSS,10499.0,197.0,ASP,1,0,14R,37.56800079345703,126.7760009765625,34.0,135,,32L,37.54759979248047,126.8010025024414,41.0,315,
237317,5657,RKSW,9000.0,150.0,ASP,1,0,15L,37.24959945678711,126.9980010986328,86.0,142,,33R,37.230098724365234,127.01699829101562,67.0,322,
237316,5657,RKSW,9000.0,150.0,ASP,1,0,15R,37.24869918823242,126.99700164794922,83.0,142,,33L,37.22919845581055,127.01599884033205,66.0,322,
237318,5657,RKSW,7535.0,143.0,ASP,0,0,16,37.237098693847656,127.0199966430664,,158,,34,37.217899322509766,127.02899932861328,,338,
551467,323266,RKTA,3871.0,82.0,,0,0,16,,,,158,,34,,,,338,
237291,5658,RKTE,4000.0,120.0,CON,1,0,16,36.57320022583008,127.49700164794922,,157,,34,36.5630989074707,127.50299835205078,,337,100.0
237335,5659,RKTH,7000.0,150.0,CON,1,0,10,35.987701416015625,129.40899658203125,63.0,89,,28,35.987998962402344,129.4320068359375,62.0,269,
237334,5660,RKTI,9021.0,200.0,CON,1,0,18L,37.04240036010742,127.88500213623048,281.0,176,,36R,37.0177001953125,127.88800048828124,281.0,356,
237333,5660,RKTI,9330.0,120.0,CON,1,0,18R,37.042701721191406,127.88300323486328,281.0,176,145.0,36L,37.0172004699707,127.88500213623048,281.0,356,145.0
237314,5661,RKTN,9000.0,150.0,CON,1,0,13L,35.9015998840332,128.64700317382812,112.0,124,,31R,35.88759994506836,128.6719970703125,120.0,304,
237313,5661,RKTN,9039.0,150.0,CON,1,0,13R,35.90060043334961,128.64599609375,111.0,124,,31L,35.88669967651367,128.67100524902344,111.0,304,
237312,5662,RKTP,9000.0,150.0,CON,1,0,03L,36.69400024414063,126.47899627685548,39.0,25,,21R,36.71630096435547,126.49099731445312,39.0,205,
237311,5662,RKTP,9000.0,150.0,CON,1,0,03R,36.69319915771485,126.4810028076172,39.0,25,,21L,36.715599060058594,126.49400329589844,39.0,205,
237299,5663,RKTU,9000.0,200.0,CON,1,0,06L,36.71009826660156,127.48699951171876,166.0,52,,24R,36.72529983520508,127.51100158691406,185.0,232,
237298,5663,RKTU,9000.0,150.0,CON,1,0,06R,36.70790100097656,127.48799896240234,191.0,52,,24L,36.722900390625,127.51100158691406,191.0,232,
237336,5664,RKTY,9000.0,150.0,CON,1,0,10,36.63169860839844,128.33999633789062,347.0,89,,28,36.63219833374024,128.3699951171875,353.0,269,
237305,5665,RKUC,3100.0,120.0,ASP,1,0,14,36.574501037597656,127.29199981689452,82.0,133,310.0,32,36.56859970092773,127.29900360107422,82.0,313,380.0
237379,5666,RKUL,3937.0,150.0,CON,1,0,11L,36.27069854736328,127.10700225830078,,104,,29R,36.2681999206543,127.12000274658205,,284,
237378,5666,RKUL,1476.0,105.0,CON,1,0,11R,36.2692985534668,127.10800170898438,,110,,29L,36.26789855957031,127.11299896240234,,290,
257645,24363,RMP,3500.0,75.0,GRVL-G,0,0,11,65.5114974975586,-150.1479949951172,273.0,139,,29,65.50430297851562,-150.13299560546875,302.0,319,
335141,315482,RO-0006,1970.0,60.0,grass,0,0,12,,,1713.0,120,,30,,,1713.0,300,
508362,315658,RO-0009,2592.0,131.0,grass,0,0,18,46.275319,21.606939,360.0,188,,36,46.268283,21.605494,362.0,8,
329755,329751,RO-0031,890.0,100.0,GRS,0,0,10,47.1682014465332,22.85280036926269,905.0,105,,28,47.167598724365234,22.856300354003903,900.0,285,
238391,5669,RO-0107,8202.0,262.0,CON,1,0,11,44.080299377441406,24.40130043029785,,106,,29,44.07429885864258,24.43149948120117,,286,
237220,5671,ROAH,9840.0,150.0,ASP,1,0,18L,26.20929908752441,127.6449966430664,11.0,177,138.0,36R,26.182300567626957,127.64600372314452,9.0,357,
334164,5671,ROAH,8858.0,197.0,ASPH,0,0,18R,26.203100204467773,127.63200378417967,16.0,177,,36L,26.178699493408203,127.63400268554688,14.0,357,
237112,5672,RODE,4780.0,150.0,COR,0,0,04,26.72089958190918,127.75900268554688,148.0,42,,22,26.732200622558597,127.77100372314452,184.0,222,
237113,5672,RODE,1200.0,180.0,PSP,0,0,05,26.729799270629883,127.75700378417967,,43,,23,26.732200622558597,127.76000213623048,,223,
237218,5673,RODN,12100.0,300.0,ASP,1,0,05L,26.346200942993164,127.7509994506836,63.0,51,,23R,26.36720085144043,127.77999877929688,128.0,231,
237217,5673,RODN,12100.0,200.0,CON,1,0,05R,26.3439998626709,127.75499725341795,74.0,51,,23L,26.364999771118164,127.78399658203124,133.0,231,
237234,5675,ROKJ,6562.0,148.0,ASP,1,0,03,26.355100631713867,126.70999908447266,22.0,21,,21,26.37190055847168,126.71700286865234,19.0,201,
237107,5676,ROMD,4921.0,148.0,ASP,1,0,02,25.84000015258789,131.26100158691406,167.0,16,,20,25.85300064086914,131.26600646972656,149.0,196,
237192,5677,ROMY,6560.0,150.0,ASP,1,0,04,24.77569961547852,125.28900146484376,124.0,38,,22,24.789899826049805,125.3010025024414,150.0,218,
237139,5678,RORE,4920.0,150.0,ASP,0,0,04,26.71759986877441,127.78099822998048,213.0,39,,22,26.728099822998047,127.79100036621094,246.0,219,
237140,5678,RORE,4961.0,92.0,U,0,1,05,26.71660041809082,127.77300262451172,,42,,23,26.726600646972656,127.78299713134766,,222,
237241,5679,RORK,4921.0,148.0,ASP,1,0,03,25.9379997253418,131.32000732421875,70.0,29,,21,25.949800491333008,131.3280029296875,80.0,209,
237211,5680,RORS,9842.0,200.0,ASP,1,0,17,24.84000015258789,125.14099884033205,15.0,166,,35,24.813800811767575,125.14900207519533,54.0,346,
237118,5681,RORT,4921.0,148.0,ASP,1,0,18,24.660600662231445,124.67400360107422,34.0,172,,36,24.647199630737305,124.6760025024414,36.0,352,
237210,5682,RORY,4340.0,100.0,ASP,1,0,14,27.04840087890625,128.39700317382812,35.0,138,200.0,32,27.039499282836918,128.406005859375,52.0,318,200.0
237204,5683,ROTM,9000.0,150.0,ASP,1,0,06,26.26689910888672,127.74500274658205,235.0,55,,24,26.281400680541992,127.76799774169922,246.0,235,
237173,5684,ROYN,4920.0,150.0,ASP,1,0,08,24.465200424194336,122.97100067138672,71.0,75,,26,24.468700408935547,122.98500061035156,48.0,255,
238412,5435,RP12,3281.0,53.0,CON,0,0,08,13.899800300598145,121.73899841308594,13.0,84,,26,13.900699615478516,121.7480010986328,13.0,264,
238458,5438,RP15,3937.0,49.0,CON,0,0,04,10.90779972076416,124.43399810791016,16.0,39,,22,10.916299819946287,124.44100189208984,16.0,219,
238468,5439,RP16,3540.0,60.0,BIT,0,0,12,6.656499862670898,121.9749984741211,859.0,118,200.0,30,6.651999950408936,121.98400115966795,1011.0,298,300.0
238481,5440,RP17,3937.0,98.0,CON,0,0,17,6.40762996673584,125.61900329589844,16.0,171,,35,6.396940231323242,125.62000274658205,16.0,351,
238411,5685,RPLA,3937.0,98.0,CON,0,0,01,12.98050022125244,121.4250030517578,,6,650.0,19,12.991299629211426,121.427001953125,,186,
238431,5686,RPLB,9003.0,148.0,ASP,1,0,07,14.78969955444336,120.26000213623048,47.0,67,,25,14.799200057983398,120.28299713134766,53.0,247,
